Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid,Category,,,,,,
United Healthcare,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,298,183 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,260,212 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87625,Iadna Human Papillomavirus Types 16 & 18 Only,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,135,571 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,11901,Injection Intralesional >7 Lesions,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,501,612 ",Drugs,,,,,,
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,744,152 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,626,606 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,264,388 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,88104,Cytp Flu Washgs/Brushings Xcpt C/V Smrs Interpj,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,766,987 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,87511,Iadna Gardnerella Vaginalis Amplified Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,391,758 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87811,IAADIADOO SEVERE AQT RESPIR SYND CORONAVIRUS,QW,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,930,447 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,12011,Simple Repair F/E/E/N/L/M 2.5Cm/<,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,050,597 ",Surgery,,,,,,
United Healthcare,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,537,815 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,868,291 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,128,169 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,240,085 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,304,838 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,623,250 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84100,Assay Of Phosphorus Inorganic,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,569,999 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,895,712 ",Radiology,,,,,,
United Healthcare,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,692,716 ",Radiology,,,,,,
United Healthcare,Clinical,NCCI,76706,Us Abdominal Aorta Real Time Screen Study Aaa,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,393,982 ",Radiology,,,,,,
United Healthcare,Clinical,NCCI,93298,REM INTERROG SCRMS <30 D PHYS/QHP,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,279,367 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,51798,Meas Post-Voiding Residual Urine&/Bladder Cap,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,435,233 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,82248,Bilirubin Direct,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,266,454 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,89050,Cell Count Miscellaneous Body Fluids,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,572,126 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,120,684 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,622,620 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,80061,Lipid Panel,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,215,482 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,80061,Lipid Panel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,997,516 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,571,088 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,114,059 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,92012,Ophth Medical Xm&Eval Intermediate Estab Pt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,493,738 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,466,041 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,486,732 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,145,574 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,650,404 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,020,122 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,855,539 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,131,792 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,043,168 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,G6002,Stereoscopic x-ray guidance,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,233,611 ",Radiology,,,,,,
United Healthcare,Clinical,NCCI,P9604,One-way allow prorated trip,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,778,784 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,64494,Njx Dx/Ther Agt Pvrt Facet Jt Lmbr/Sac 2Nd Level,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,178,255 ",Surgery,,,,,,
United Healthcare,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,346,424 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,013,950 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,324,924 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,042,202 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,995,160 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,81513,NFCT DS BACTERAL VAGINOSIS RNA VAGINAL-FLUID ALG,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,431,034 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,353,835 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,753,212 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,803,358 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,31525,Laryngoscopy W/Wo Tracheoscopy Dx Except Newborn,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,469,935 ",Surgery,,,,,,
United Healthcare,Clinical,NCCI,85014,Blood Count Hematocrit,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,498,516 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,82948,Glucose Blood Reagent Strip,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,394,504 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87075,Culture Bacterial Any Source Anaerobic Iso&Id,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,545,940 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87088,Culture Bct Isol&Prsmptv Id Isolate Ea Urine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,547,425 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,85013,Blood Count Spun Microhematocrit,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,761,505 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87045,Cul Bact Stool Aerobic Isol Salmonella&Shigell,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,963,987 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,11056,Paring/Cutting Benign Hyperkeratotic Lesion 2-4,Q8,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,214,424 ",Surgery,,,,,,
United Healthcare,Clinical,NCCI,82553,Creatine Kinase Mb Fraction Only,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,274,662 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,93246,EXTERNAL ECG REC>7D<15D RECORDING,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,562,966 ",Medicine,,,,,,
United Healthcare,Clinical,NCCI,83090,Assay Of Homocysteine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,310,342 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,80051,Electrolyte Panel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,589,737 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,80051,Electrolyte Panel,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,202,917 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,82435,Chloride Bld,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,273,837 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87538,Iadna Hiv-2 Amplified Probe & Reverse Transcripj,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,546,484 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87641,Iadna S Aureus Methicillin Resist Amp Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,322,007 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,87556,Iadna Mycobacteria Tuberculosis Amp Prb,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,671,477 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,85048,Blood Count Leukocyte Wbc Automated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,629,259 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,82803,Blood Gases Any Combination Ph Pco2 Po2 Co2 Hco3,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,442,496 ",Laboratory,,,,,,
United Healthcare,Clinical,NCCI,97022,Application Modality 1/> Areas Whirlpool,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,915,213 ",Medicine,,,,,,
